NL Subject,Subject Number,Country,Site,Date,Time,Date of Birth,Age (Years),Birth State,State,Occupation,Education,Number of Children,Fitness,Car Make,Car Model,Car Year,Gender,Race,Reported Height (cm),Reported Height (in),Reported Weight (kg),Reported Weight (lbs),Marital Status,Salary NL,Shoe Size NL,Jacket Size,Pants Size Waist,Pants Size Inseam,Blouse Size,Father Born,Mother Born,Work Posture,Work Hours,Cup Size,Bra Size NL,Size Underwear,Weight Gain
5992,15992,Netherlands,Soesterberg,19/2/2000,9:30,24/5/1962,38,Zuid Holland,Gelderland,Education,Bachelors,2,6-10,Honda,Compact,1985,Female,Netherlands/Dutch,169.00,66.54,57.00,125.66,Married,40kGuilders-60kGuilders,38,,No Response,No Response,38,Netherlands,Netherlands,Predominantly Sitting,No Response,A,75,M,About the Same
5993,15993,Netherlands,Soesterberg,19/2/2000,10:00,16/10/1959,40,Gelderland,Gelderland,Agriculture and Fishery,Bachelors,2,More than 10,Honda,Intermediate,1985,Male,Netherlands/Dutch,194.00,76.38,82.00,180.78,Married,40kGuilders-60kGuilders,44,No Response,No Response,No Response,,Netherlands,Netherlands,Predominantly Standing,40,,,6,About the Same
5994,15994,Netherlands,Soesterberg,19/2/2000,10:30,12/12/1939,60,Zuid Holland,Zuid Holland,Homemaker,High School,7 or more,4-6,No Response,No Response,,Female,Netherlands/Dutch,157.00,61.81,63.00,138.89,Married,60kGuilders-90kGuilders,37,,No Response,No Response,42,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,C,85,L,About the Same
5995,15995,Netherlands,Soesterberg,8/2/2000,15:00,8/3/1968,32,Utrecht,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,0,4-6,Peugeot,Compact,1989,Male,Netherlands/Dutch,191.00,75.20,88.00,194.01,Single,30kGuilders-40kGuilders,43,No Response,36,36,,Netherlands,Netherlands,Predominantly Sitting,45,,,6,About the Same
5998,15998,Netherlands,Soesterberg,27/1/2000,9:00,2/2/1969,31,Utrecht,Utrecht,Transport Storage and Communication,Middle Level Education for Profession,0,0-1,Opel,Intermediate,1996,Male,Netherlands/Dutch,202.00,79.53,140.00,308.65,Single,60kGuilders-90kGuilders,49,62,44,36,,Netherlands,Netherlands,Predominantly Sitting,45,,,XXL,About the Same
6000,16000,Netherlands,Soesterberg,20/3/2000,14:15,22/3/1976,24,Zuid Holland,Zuid Holland,Administrative Support,Bachelors,0,0-1,Seat,Compact,1989,Female,Netherlands/Dutch,170.00,66.93,70.00,154.32,Single,30kGuilders-40kGuilders,39,,28,No Response,40,Netherlands,Netherlands,Predominantly Walking or Cycling,40,C,85,M,Strong Decrease
6001,16001,Netherlands,Soesterberg,15/2/2000,10:00,27/5/1947,53,Noord Holland,Noord Holland,Transport Storage and Communication,Middle Level Education for Profession,0,4-6,Alfa Romeo,Intermediate,1995,Male,Netherlands/Dutch,190.00,74.80,110.00,242.51,Married,90kGuilders-120kGuilders,45,56,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,40,,,No Response,About the Same
6002,16002,Netherlands,Soesterberg,31/3/2000,11:00,16/7/1945,55,Belgium,Zuid Holland,Government,Middle Level Education for Profession,0,2-3,Audi,Intermediate,1998,Male,Netherlands/Other,182.00,71.65,69.00,152.12,Divorced,30kGuilders-40kGuilders,41,46,No Response,No Response,,Netherlands,Belgium,Predominantly Sitting,36,,,M,About the Same
6004,16004,Netherlands,Soesterberg,3/2/2000,10:30,30/9/1977,22,Gelderland,Gelderland,Other Speciality Occupation,Lower Level Education for Profession,0,0-1,No Response,No Response,,Male,Netherlands/Dutch,177.00,69.69,70.00,154.32,Single,Less than 20kGuilders,42,48,30,32,,Netherlands,Netherlands,Predominantly Sitting,25,,,5,About the Same
6005,16005,Netherlands,Soesterberg,27/1/2000,15:00,2/3/1967,33,Zuid Holland,Zuid Holland,Armed Services,Middle Level Education for Profession,0,2-3,Opel,Intermediate,1997,Male,Netherlands/Dutch,180.00,70.87,88.00,194.01,Living Together,60kGuilders-90kGuilders,42,No Response,36,34,,Netherlands,Netherlands,Predominantly Sitting,32,,,6,About the Same
6006,16006,Netherlands,Soesterberg,8/2/2000,15:45,8/4/1976,24,Gelderland,Gelderland,Other Speciality Occupation,Bachelors,0,6-10,No Response,No Response,,Male,Netherlands/Other,188.00,74.02,74.00,163.14,Single,Less than 20kGuilders,43,52,32,35,,Turkey,Turkey,Predominantly Sitting,25,,,L,About the Same
6007,16007,Netherlands,Soesterberg,1/2/2000,9:00,17/8/1943,57,Utrecht,Utrecht,Industry,Bachelors,0,4-6,Volkswagen,Intermediate,1997,Male,Netherlands/Dutch,182.00,71.65,84.00,185.19,Single,No Response,43,54,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,38,,,7,About the Same
6008,16008,Netherlands,Soesterberg,9/2/2000,13:00,30/7/1950,50,Utrecht,Utrecht,Health and Wellbeing,Bachelors,3,6-10,Ford,Minivan,1998,Male,Netherlands/Dutch,187.00,73.62,78.00,171.96,Married,60kGuilders-90kGuilders,44,No Response,34,36,,Netherlands,Netherlands,Predominantly Sitting,24,,,L,About the Same
6009,16009,Netherlands,Soesterberg,3/2/2000,15:00,25/9/1952,47,Zuid Holland,Gelderland,Health and Wellbeing,Bachelors,2,4-6,Ford,Station Wagon,1995,Male,Netherlands/Dutch,195.00,76.77,94.00,207.23,Married,90kGuilders-120kGuilders,43,58,33,39,,Netherlands,Netherlands,Predominantly Sitting,40,,,7,About the Same
6010,16010,Netherlands,Soesterberg,10/2/2000,15:45,16/9/1948,51,Zuid Holland,Utrecht,Health and Wellbeing,Bachelors,3,6-10,Toyota,Intermediate,1995,Male,Netherlands/Dutch,170.00,66.93,67.00,147.71,Married,40kGuilders-60kGuilders,42,48,32,No Response,,Netherlands,Netherlands,Predominantly Sitting,36,,,7,About the Same
6011,16011,Netherlands,Soesterberg,11/3/2000,9:00,8/5/1975,25,Drenthe,Utrecht,Construction,University,0,4-6,Fiat,Compact,1991,Male,Netherlands/Dutch,187.00,73.62,82.00,180.78,Single,40kGuilders-60kGuilders,45,52,32,36,,Netherlands,Netherlands,Predominantly Sitting,40,,,M,About the Same
6017,16017,Netherlands,Soesterberg,3/2/2000,12:45,6/8/1940,60,Noord Holland,Gelderland,Unemployed,High School,2,4-6,Seat,Intermediate,1997,Male,Netherlands/Dutch,168.00,66.14,71.00,156.53,Married,40kGuilders-60kGuilders,38,48,No Response,No Response,,Netherlands,Netherlands,Predominantly Walking or Cycling,1,,,5,Strong Increase
6018,16018,Netherlands,Soesterberg,3/2/2000,12:45,3/3/1942,58,Gelderland,Gelderland,Homemaker,High School,2,6-10,No Response,No Response,,Female,Netherlands/Dutch,162.00,63.78,80.00,176.37,Married,40kGuilders-60kGuilders,39,,28,No Response,46,Netherlands,Netherlands,Predominantly Standing,20,F,90,L,About the Same
6019,16019,Netherlands,Soesterberg,17/2/2000,15:00,31/1/1980,20,Zuid Holland,Zuid Holland,Health and Wellbeing,High School,0,2-3,No Response,No Response,,Female,Netherlands/Dutch,173.00,68.11,55.00,121.25,Single,20kGuilders-30kGuilders,39,,28,32,38,Netherlands,Netherlands,Predominantly Standing,32,C,75,M,About the Same
6020,16020,Netherlands,Soesterberg,7/4/2000,13:30,16/5/1957,43,Noord Brabant,Noord Brabant,Administrative Support,Middle Level Education for Profession,1,0-1,Volvo,Intermediate,1994,Male,Netherlands/Other,185.00,72.83,85.00,187.39,Divorced,40kGuilders-60kGuilders,43,52,No Response,No Response,,India,Netherlands,Predominantly Sitting,50,,,M,About the Same
6023,16023,Netherlands,Soesterberg,18/2/2000,15:00,9/4/1976,24,Noord Holland,Zuid Holland,Other Speciality Occupation,Middle Level Education for Profession,0,2-3,Alfa Romeo,Compact,1995,Female,Netherlands/Dutch,174.00,68.50,60.00,132.28,Living Together,30kGuilders-40kGuilders,37,,No Response,No Response,40,Netherlands,Netherlands,Predominantly Standing,18,E,75,40,About the Same
6026,16026,Netherlands,Soesterberg,4/3/2000,15:00,18/7/1976,24,Gelderland,Gelderland,Administrative Support,Middle Level Education for Profession,0,0-1,Toyota,Compact,1986,Female,Netherlands/Dutch,180.00,70.87,69.00,152.12,Single,Don't Know,41,,32,33,38,Netherlands,Netherlands,Predominantly Sitting,40,B,80,M,Strong Decrease
6027,16027,Netherlands,Soesterberg,7/2/2000,9:00,13/4/1953,47,India,Utrecht,Information and Communcation Technology,Middle Level Education for Profession,2,More than 10,Opel,Intermediate,1991,Male,Netherlands/Other,160.00,62.99,74.00,163.14,Married,40kGuilders-60kGuilders,39,48,34,32,,India,India,Predominantly Sitting,36,,,5,About the Same
6028,16028,Netherlands,Soesterberg,26/2/2000,14:15,2/4/1965,35,Utrecht,Gelderland,Other Speciality Occupation,Bachelors,0,2-3,Citroen,Compact,1982,Male,Netherlands/Dutch,181.00,71.26,83.00,182.98,Single,30kGuilders-40kGuilders,42,No Response,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,40,,,L,About the Same
6033,16033,Netherlands,Soesterberg,8/4/2000,13:30,5/10/1978,22,Zuid Holland,Zuid Holland,Health and Wellbeing,Middle Level Education for Profession,0,0-1,Opel,Compact,1990,Female,Netherlands/Dutch,185.00,72.83,62.00,136.69,Single,Don't Know,42,,32,36,40,Netherlands,Netherlands,Predominantly Standing,32,B,75,L,About the Same
6036,16036,Netherlands,Soesterberg,11/3/2000,15:45,8/11/1972,27,Utrecht,Utrecht,Construction,Middle Level Education for Profession,0,0-1,No Response,No Response,,Female,Netherlands/Dutch,183.00,72.05,65.00,143.30,Living Together,Don't Know,41,,31,36,No Response,Netherlands,Netherlands,Predominantly Sitting,40,B,85,No Response,Strong Increase
6037,16037,Netherlands,Soesterberg,17/3/2000,10:30,26/9/1974,26,Gelderland,Gelderland,Health and Wellbeing,Middle Level Education for Profession,0,2-3,Citroen,Luxury,1995,Female,Netherlands/Dutch,173.00,68.11,73.00,160.94,Married,40kGuilders-60kGuilders,39,,36,32,No Response,Netherlands,Netherlands,Predominantly Standing,36,D,75,L,About the Same
6038,16038,Netherlands,Soesterberg,10/4/2000,13:45,26/11/1969,30,Noord Holland,Noord Holland,Health and Wellbeing,Bachelors,0,0-1,Daewoo,Compact,2000,Female,Netherlands/Dutch,175.00,68.90,114.00,251.33,Single,40kGuilders-60kGuilders,42,,No Response,No Response,56,Netherlands,Netherlands,Predominantly Standing,18,F,100,XXL,Strong Decrease
6040,16040,Netherlands,Soesterberg,27/4/2000,14:15,3/4/1946,54,Gelderland,Zuid Holland,Service Occupation,High School,1,0-1,No Response,No Response,,Female,Netherlands/Dutch,168.00,66.14,78.00,171.96,Married,40kGuilders-60kGuilders,38.5,,No Response,No Response,42,Netherlands,Netherlands,Predominantly Walking or Cycling,25,C,80,44,About the Same
6047,16047,Netherlands,Soesterberg,9/5/2000,10:30,13/1/1948,52,Utrecht,Noord Brabant,Homemaker,Lower Level Education for Profession,3,More than 10,No Response,No Response,,Female,Netherlands/Dutch,163.00,64.17,52.00,114.64,Divorced,Don't Know,39,,No Response,No Response,38,Netherlands,Netherlands,No Response,No Response,B,75,M,About the Same
6058,16058,Netherlands,Soesterberg,19/4/2000,13:30,11/4/1937,63,Noord Holland,Noord Holland,Homemaker,Middle Level Education for Profession,3,2-3,Nissan,Intermediate,1997,Female,Netherlands/Dutch,167.00,65.75,76.00,167.55,Widowed,40kGuilders-60kGuilders,41,,34,No Response,44,Netherlands,Netherlands,No Response,No Response,C,85,M,About the Same
6059,16059,Netherlands,Soesterberg,19/4/2000,12:45,21/1/1962,38,Noord Holland,Noord Holland,Unemployed,Bachelors,0,2-3,Opel,Intermediate,1988,Female,Netherlands/Dutch,175.00,68.90,75.00,165.35,Single,20kGuilders-30kGuilders,39,,32,No Response,42,Netherlands,Netherlands,No Response,No Response,D,85,40,Strong Increase
6064,16064,Netherlands,Soesterberg,21/3/2000,9:00,5/10/1976,24,Zuid Holland,Zuid Holland,Administrative Support,Bachelors,0,More than 10,Alfa Romeo,Compact,1995,Male,Netherlands/Dutch,186.00,73.23,78.00,171.96,Single,Don't Know,43,50,No Response,No Response,,Netherlands,Netherlands,Predominantly Walking or Cycling,15,,,M,About the Same
6066,16066,Netherlands,Soesterberg,10/2/2000,9:30,24/9/1952,47,Gelderland,Gelderland,Construction,Lower Level Education for Profession,2,2-3,Opel,Luxury,1991,Male,Netherlands/Dutch,195.00,76.77,110.00,242.51,Married,No Response,46,58,36,36,,Netherlands,Netherlands,Carrying and Lifting,40,,,7,Strong Increase
6070,16070,Netherlands,Soesterberg,16/2/2000,15:00,1/1/1950,50,Zuid Holland,Zuid Holland,Agriculture and Fishery,Middle Level Education for Profession,0,2-3,Opel,Intermediate,1992,Male,Netherlands/Dutch,177.00,69.69,99.00,218.26,Single,40kGuilders-60kGuilders,45,54,36,36,,Netherlands,Netherlands,Predominantly Sitting,36,,,7,About the Same
6073,16073,Netherlands,Soesterberg,18/2/2000,13:15,25/11/1944,55,Noord Holland,Noord Holland,Unemployed,Middle Level Education for Profession,3,4-6,Volvo,Intermediate,1985,Male,Netherlands/Dutch,172.00,67.72,94.00,207.23,Married,40kGuilders-60kGuilders,42,52,36,30,,Netherlands,Netherlands,No Response,No Response,,,M,Strong Decrease
6075,16075,Netherlands,Soesterberg,11/4/2000,12:45,21/1/1940,60,Zuid Holland,Zuid Holland,Health and Wellbeing,Bachelors,2,0-1,Chrysler,Luxury,1997,Male,Netherlands/Dutch,195.00,76.77,112.00,246.92,Living Together,40kGuilders-60kGuilders,44,62,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,40,,,7,About the Same
6076,16076,Netherlands,Soesterberg,3/4/2000,14:15,6/10/1944,56,Zuid Holland,Noord Holland,Transport Storage and Communication,Middle Level Education for Profession,2,6-10,Opel,Intermediate,1998,Male,Netherlands/Dutch,178.00,70.08,75.00,165.35,Married,60kGuilders-90kGuilders,40,50,32,34,,Netherlands,Netherlands,Predominantly Walking or Cycling,40,,,5,About the Same
6077,16077,Netherlands,Soesterberg,4/3/2000,14:30,3/8/1957,43,Noord Holland,Noord Holland,Industry,Lower Level Education for Profession,2,0-1,No Response,No Response,,Male,Netherlands/Dutch,189.00,74.41,85.00,187.39,Married,40kGuilders-60kGuilders,44,54,No Response,No Response,,Netherlands,Netherlands,Carrying and Lifting,40,,,No Response,About the Same
6081,16081,Netherlands,Soesterberg,17/3/2000,14:15,16/11/1951,48,Noord Brabant,Noord Brabant,Health and Wellbeing,Middle Level Education for Profession,2,0-1,Toyota,Intermediate,1994,Female,Netherlands/Other,170.00,66.93,76.00,167.55,Living Together,40kGuilders-60kGuilders,42,,No Response,No Response,46,Poland,Netherlands,Carrying and Lifting,36,C,95,L,About the Same
6082,16082,Netherlands,Soesterberg,21/3/2000,14:15,8/9/1950,50,Noord Brabant,Noord Brabant,Health and Wellbeing,High School,2,6-10,No Response,No Response,,Female,Netherlands/Other,160.00,62.99,94.00,207.23,Married,Don't Know,39,,46,No Response,48,Netherlands,Suriname,Predominantly Sitting,20,C,90,XL,Strong Increase
6086,16086,Netherlands,Soesterberg,8/3/2000,15:00,16/3/1937,63,Belgium,Zuid Holland,Other Speciality Occupation,Elementary School,0,0-1,No Response,No Response,,Male,Netherlands/Other,214.00,84.25,125.00,275.58,Single,Don't Know,49,No Response,No Response,No Response,,Belgium,Belgium,Predominantly Sitting,36,,,8,About the Same
6092,16092,Netherlands,Soesterberg,23/2/2000,9:00,20/10/1964,35,Noord Brabant,Gelderland,Other Speciality Occupation,High School,2,0-1,Renault,Minivan,1986,Female,Netherlands/Dutch,167.00,65.75,88.00,194.01,Married,Don't Know,38,,40,36,46,Netherlands,Netherlands,Predominantly Walking or Cycling,25,F,90,48,Strong Increase
6096,16096,Netherlands,Soesterberg,18/2/2000,13:45,5/11/1969,30,Zuid Holland,Gelderland,Government,No Response,0,0-1,Peugeot,Intermediate,1994,Male,Netherlands/Dutch,192.00,75.59,75.00,165.35,Living Together,60kGuilders-90kGuilders,42,51,32,36,,Netherlands,Netherlands,Predominantly Sitting,36,,,M,About the Same
6097,16097,Netherlands,Soesterberg,17/2/2000,15:45,17/6/1971,29,Overijssel,Gelderland,Health and Wellbeing,Middle Level Education for Profession,0,4-6,Fiat,Compact,1986,Female,Netherlands/Dutch,173.00,68.11,63.00,138.89,Living Together,90kGuilders-120kGuilders,41,,No Response,No Response,40,Netherlands,Netherlands,Predominantly Standing,35,D,75,40,About the Same
6101,16101,Netherlands,Soesterberg,10/2/2000,11:15,12/8/1951,49,Noord Holland,Utrecht,Service Occupation,Middle Level Education for Profession,2,4-6,Peugeot,Other,1998,Male,Netherlands/Dutch,179.00,70.47,110.00,242.51,Married,60kGuilders-90kGuilders,42,54,40,32,,Netherlands,Netherlands,Predominantly Standing,50,,,XL,About the Same
6105,16105,Netherlands,Soesterberg,10/2/2000,10:30,8/2/1977,23,Friesland,Gelderland,Other Speciality Occupation,University,0,2-3,No Response,No Response,,Female,Netherlands/Dutch,186.00,73.23,74.00,163.14,Single,Less than 20kGuilders,43,,32,36,42,Netherlands,Netherlands,Predominantly Sitting,30,C,75,L,About the Same
6106,16106,Netherlands,Soesterberg,22/2/2000,13:15,29/12/1967,32,Zuid Holland,Zuid Holland,Trade,None,2,6-10,Mercedes-Benz,Minivan,1988,Male,Netherlands/Dutch,196.00,77.17,90.00,198.42,Married,40kGuilders-60kGuilders,46,No Response,No Response,No Response,,Netherlands,Netherlands,Predominantly Standing,55,,,No Response,About the Same
6107,16107,Netherlands,Soesterberg,15/2/2000,13:15,15/4/1970,30,Zuid Holland,Gelderland,Culture and Recreation,Middle Level Education for Profession,2,6-10,Opel,Station Wagon,1999,Male,Netherlands/Dutch,182.00,71.65,77.00,169.76,Married,30kGuilders-40kGuilders,44,52,33,32,,Netherlands,Netherlands,No Response,50,,,No Response,About the Same
6108,16108,Netherlands,Soesterberg,14/2/2000,10:00,1/8/1971,29,Gelderland,Gelderland,Culture and Recreation,Bachelors,0,4-6,Chrysler,Intermediate,1998,Female,Netherlands/Dutch,170.00,66.93,66.00,145.51,Living Together,30kGuilders-40kGuilders,39,,31,32,38,Netherlands,Netherlands,Predominantly Sitting,36,B,75,M,About the Same
6110,16110,Netherlands,Soesterberg,10/2/2000,13:15,17/3/1955,45,Overijssel,Gelderland,Health and Wellbeing,Bachelors,4,More than 10,Nissan,Intermediate,1983,Female,Netherlands/Dutch,163.00,64.17,57.00,125.66,Living Together,30kGuilders-40kGuilders,38,,30,No Response,38,Netherlands,Netherlands,Predominantly Sitting,32,AA,75,S,About the Same
6113,16113,Netherlands,Soesterberg,4/3/2000,11:00,10/6/1945,55,Drenthe,Utrecht,Administrative Support,University,2,2-3,Audi,Intermediate,1991,Male,Netherlands/Dutch,185.00,72.83,70.00,154.32,Married,60kGuilders-90kGuilders,44,52,34,36,,Netherlands,Netherlands,Predominantly Sitting,40,,,7,About the Same
6114,16114,Netherlands,Soesterberg,14/2/2000,9:30,5/10/1965,34,Zuid Holland,Zuid Holland,Transport Storage and Communication,High School,1,2-3,Chrysler,Minivan,1998,Male,Netherlands/Dutch,205.00,80.71,100.00,220.46,Married,60kGuilders-90kGuilders,47,58,36,40,,Netherlands,Netherlands,Predominantly Sitting,55,,,No Response,About the Same
6115,16115,Netherlands,Soesterberg,15/4/2000,15:45,23/5/1976,24,Zuid Holland,Zuid Holland,Trade,Bachelors,0,4-6,No Response,No Response,,Male,Netherlands/Dutch,180.00,70.87,85.00,187.39,Single,40kGuilders-60kGuilders,41,50,33,32,,Netherlands,Netherlands,Predominantly Sitting,40,,,M,About the Same
6116,16116,Netherlands,Soesterberg,10/2/2000,13:45,19/8/1946,54,Zuid Holland,Zuid Holland,Transport Storage and Communication,High School,2,More than 10,Volvo,Truck,1998,Male,Netherlands/Dutch,173.00,68.11,80.00,176.37,Married,40kGuilders-60kGuilders,42,52,34,No Response,,Netherlands,Netherlands,Predominantly Sitting,65,,,M,Strong Increase
6117,16117,Netherlands,Soesterberg,3/3/2000,9:00,30/7/1952,48,Utrecht,Utrecht,Transport Storage and Communication,Elementary School,2,6-10,Scania,Truck,1995,Male,Netherlands/Dutch,168.00,66.14,67.00,147.71,Married,No Response,42,No Response,31,30,,Netherlands,Netherlands,Predominantly Sitting,60,,,M,About the Same
6120,16120,Netherlands,Soesterberg,11/4/2000,13:30,23/11/1937,62,Overijssel,Overijssel,Unemployed,Middle Level Education for Profession,3,2-3,No Response,No Response,,Male,Netherlands/Dutch,163.00,64.17,68.00,149.91,Widowed,40kGuilders-60kGuilders,41,50,No Response,No Response,,Netherlands,Netherlands,No Response,No Response,,,M,About the Same
6121,16121,Netherlands,Soesterberg,10/2/2000,14:15,15/7/1955,45,Zuid Holland,Zuid Holland,Homemaker,High School,2,More than 10,No Response,No Response,,Female,Netherlands/Dutch,176.00,69.29,70.00,154.32,Married,Don't Know,40,,31,No Response,38,Netherlands,Netherlands,No Response,No Response,B,85,M,About the Same
6125,16125,Netherlands,Soesterberg,4/3/2000,12:00,3/6/1962,38,Noord Holland,Utrecht,Industry,Lower Level Education for Profession,0,6-10,No Response,No Response,,Male,Netherlands/Dutch,174.00,68.50,74.00,163.14,Single,30kGuilders-40kGuilders,40,No Response,33,No Response,,Netherlands,Netherlands,Carrying and Lifting,40,,,7,About the Same
